training/log10loss/mean,training/loss/q_loss/std,training/time/grad/std,training/time/loss/max,training/loss/mean,training/loss/v_loss/std,training/epochs,training/loss/v_loss/mean,training/epoch_time,training/time/grad/mean,training/cpu_memory_MB,training/time/grad/max,training/time/loss/std,training/loss/std,training/loss/q_loss/mean,training/time/loss/mean,training/time/loss/min,training/log10loss/std,training/time/grad/min
-2.0765204,6.141421995494231e-06,0.0005742114191490962,0.18156299800011766,0.008410931,0.006709361313303799,43,0.08349436728490724,32.81589199400014,0.19971595462497918,1365.284,0.20294162999971377,0.004013880762515994,0.00067675207,6.149341288619325e-05,0.1555239919028016,0.15245780600025682,0.034196705,0.19700776599984238
-2.080575,5.475904316418047e-06,0.0004658575256033973,0.25429983200001516,0.008332439,0.00654730992582157,44,0.082715038003193,33.99803343600024,0.1998740201111294,1365.284,0.20117652799990537,0.023356099236790495,0.0006597568,6.093521490887118e-05,0.1728767670416763,0.1474435780000931,0.034129154,0.19746441999996023
-2.0855014,6.253003068430167e-06,0.00109266369603684,0.22075764800001707,0.008246567,0.007495129461312198,45,0.08186284162931973,35.287016053000116,0.20013130844447208,1365.284,0.20707758200023818,0.010699373022071872,0.00075540296,6.028243519217035e-05,0.18971315937501584,0.16451899999992747,0.03905709,0.1979591670001355
-2.0888803,6.369277982107848e-06,0.0005591111797423999,0.21954913599984138,0.008183568,0.0075710329404504355,46,0.08123745810654429,36.18287801099996,0.20016339806946032,1365.284,0.2030669549999402,0.007656142546693892,0.00076317776,5.982224532393351e-05,0.2017787409721955,0.18020000500018796,0.039507624,0.19779806100041242
-2.0937822,6.2016367942753385e-06,0.0005898051965528202,0.21023441599982107,0.008094936,0.007798299400226464,47,0.08035742884708776,34.101586178999696,0.19981259925005665,1365.284,0.20356247900008384,0.016046481113366727,0.00078564236,5.9192673638285167e-05,0.17288095194443384,0.15549546300007933,0.041408066,0.19774479399984557
-2.0983098,6.913080304861086e-06,0.0005607359612596705,0.19870819800007666,0.008018982,0.008516013114871891,48,0.07960338207582633,33.95507564499985,0.19984976615281388,1365.284,0.2027930340000239,0.016688468294228917,0.00085819134,5.8643902017744644e-05,0.17171049749998069,0.1551670839999133,0.04572815,0.19734756099978767
-2.1012254,5.130910129689839e-06,0.0005936598363914777,0.21132794599998306,0.007950129,0.006781533516744157,49,0.07891959479699533,35.322634708999885,0.20003106405552748,1365.284,0.203428231000089,0.011391296778448745,0.0006829858,5.816948563127274e-05,0.18985654527777265,0.1556357150002441,0.03730179,0.19747629800031063
-2.1047611,4.805106149721123e-06,0.0005371544661374646,0.23027899699991394,0.00788283,0.006444558963811246,50,0.07825153124415213,35.16367414599972,0.19995330343054243,1365.284,0.20158286100013356,0.016677262236204908,0.0006489392,5.767699632188952e-05,0.188152489430561,0.1463936130003276,0.035252232,0.1972677690000637
-2.1084666,5.450847191679796e-06,0.0006574944331766666,0.22000868100076332,0.007816604,0.006503476033956523,51,0.07759408621738355,35.66202418299963,0.20004072091662314,1365.284,0.20349203400019178,0.010517066679720948,0.0006554028,5.719564438145931e-05,0.1957953188055702,0.16858449800020026,0.03571831,0.1973872359994857
-2.1135106,6.485740903977977e-06,0.0006330201524703651,0.213172630000372,0.0077378955,0.007760501781220899,52,0.07681289801581039,35.41290617499999,0.19991194169439394,1365.284,0.20342642800005706,0.009110933584148745,0.0007822204,5.6605496158428854e-05,0.1919632900555573,0.15581538200058276,0.042670365,0.19799513299949467
-2.1164627,5.293181609273586e-06,0.0005897251925504445,0.2206379580002249,0.0076761935,0.006612510729337494,53,0.07620002194825146,35.084981394999886,0.19993450563890747,1365.284,0.2027126960001624,0.010262685927891965,0.00066617545,5.6191174482794144e-05,0.18745359059713942,0.15375525600029505,0.03723772,0.19752706800045416
-2.1207678,5.76856168798151e-06,0.000621527487714878,0.2176983660001497,0.007609099,0.007544030422730272,54,0.07553379077257381,35.56685989500056,0.20007794063885992,1365.288,0.20292955999957485,0.010169693809931052,0.00075988704,5.572020684970388e-05,0.19275846712496836,0.14959774300041317,0.04244165,0.19742119900001853
-2.1241133,5.5991305813446155e-06,0.0005270507616634514,0.21929622600055154,0.0075480277,0.007201808174423484,55,0.0749278952781525,35.49049775200001,0.19994713183331847,1365.288,0.20259470300061366,0.007658206675003871,0.0007254813,5.5237651698310707e-05,0.19338787105550637,0.1736657829997057,0.04083559,0.19722104799984663
-2.127225,5.948871241959749e-06,0.0005367834146648614,0.22702817500066885,0.0074973637,0.007765112481445212,56,0.0744247633135981,35.435778347999985,0.1998502776805127,1365.288,0.20233418799944047,0.006955887588497307,0.00078211195,5.488705215207624e-05,0.19149233487505374,0.17331397700036177,0.042039208,0.1973728469993148
-2.1307592,5.123658049891481e-06,0.0008803679220211557,0.22221341299973574,0.00743028,0.006815341791859932,57,0.07375836719034447,35.35635840000032,0.20005153590284408,1365.288,0.20537117499952728,0.008360645075213476,0.0006863876,5.444332418846898e-05,0.19104594518063955,0.1669719890005581,0.038747154,0.19760504799978662
-2.1343806,5.369828620846781e-06,0.0005300539681659095,0.23482839400003286,0.0073681623,0.006599909614752269,58,0.07314186796752943,35.48161868900024,0.20003980052773487,1365.288,0.20275815399963903,0.008680138662504739,0.0006651182,5.397581819326863e-05,0.19326088855561668,0.15910374299983232,0.038754206,0.19799698799943144
-2.1380737,6.017035128674881e-06,0.00047724863697813603,0.22048974999961501,0.0073148394,0.007349267629013975,59,0.07261242122492856,35.23929913699976,0.19993050605560508,1365.288,0.20229863800068415,0.008327653491946701,0.00074063416,5.359632440457871e-05,0.18981690741660864,0.16831508699942788,0.04477241,0.19748610500028008
-2.1410654,5.365353038761117e-06,0.0008353513424661699,0.2236371369999688,0.0072576106,0.006735791458157341,60,0.07204432951079474,33.92503700399993,0.19979450802779614,1365.288,0.2050309930000367,0.020945146878484224,0.0006786624,5.317663150587274e-05,0.17126014656947872,0.15127508499972464,0.040007215,0.19701382800030842
-2.144003,5.265251152125643e-06,0.0005221144774004383,0.23202353000033327,0.007206834,0.006471334948613543,61,0.07153996142248313,35.63213145000009,0.20008335080557219,1365.288,0.20212588199956372,0.010389651780258202,0.0006520516,5.2838647712229024e-05,0.1949718623054903,0.14574079500016524,0.038855642,0.19819501399979345
-2.1465623,4.862822588362221e-06,0.0006320176383709932,0.2300033909996273,0.0071613863,0.006004328909391495,62,0.07108902708730763,35.257838855000045,0.19998944127782023,1365.288,0.2027080580000984,0.010027991368869062,0.00060489745,5.248331919776522e-05,0.19010774208327852,0.1657465210000737,0.03689501,0.1974949559999004
-2.150856,5.123431909989499e-06,0.0005641349571106318,0.21694884999942587,0.0070971036,0.00677251933010181,63,0.07045083694780867,35.21355427100025,0.19996524401388646,1365.288,0.20279233200017188,0.009862806308701665,0.0006820449,5.2019250839900146e-05,0.18861903175004752,0.14844963299947267,0.040715836,0.19757659700007935
-2.1537142,5.021582962905272e-06,0.0005409650361329818,0.24177751800016267,0.0070518437,0.006752101911600182,64,0.07000108704798752,35.99636261900014,0.20007488726390774,1365.288,0.20267366499956552,0.010492391784698473,0.00067974086,5.17345519155141e-05,0.19866315423613892,0.16422378900006152,0.04188075,0.19771962400045595
-2.1567137,5.228365510364652e-06,0.0006745136092909551,0.24120130600022094,0.00700618,0.007013242896413317,65,0.0695478733525508,34.91237249700043,0.19988355026393695,1365.288,0.20351494600072328,0.017876057488060086,0.00070623343,5.139219350288234e-05,0.1853831175833294,0.15586336300020776,0.04364451,0.19716594900000928
-2.1595898,4.7093460405449565e-06,0.0006246024936868372,0.21200661700004275,0.0069486033,0.005710282945604008,66,0.06897615305044585,35.55537376099983,0.20004630676386467,1365.288,0.20349634699960006,0.006447402937008495,0.000575379,5.098845627394944e-05,0.19325307645835388,0.16905008399953658,0.03598544,0.19774175200018362
-2.162911,3.835372823828628e-06,0.0006868512431218975,0.2174801060000391,0.0068921284,0.005277768284348215,67,0.06841561591459645,35.48502826100048,0.1999664567499748,1365.288,0.20384118799938733,0.012111251571523894,0.0005313176,5.056688481393697e-05,0.19208967186117812,0.16061076000005414,0.032981604,0.1978510399994775
-2.1667836,5.3045117193672824e-06,0.0006459766739975065,0.22361879699928977,0.0068454845,0.0068536707762446615,68,0.06795241197364198,35.29587750199971,0.19995281101392315,1365.288,0.2034959409993462,0.011210608770550223,0.0006904428,5.024338709821071e-05,0.19010623686112163,0.16128218799985916,0.043536276,0.19735656900047616
-2.1696248,4.853057698562164e-06,0.0005180268781934521,0.21758522799973434,0.0067934413,0.005989418003553774,69,0.06743568104381363,35.44783175900011,0.1999285657083318,1365.288,0.20315342000048986,0.008993065979000526,0.00060338434,4.9873204008892775e-05,0.19284422033332602,0.15644569199957914,0.03862614,0.1981970779997937
-2.1734343,4.7596880498791995e-06,0.0006651311220466835,0.21789652299958107,0.0067328354,0.0057999467529829506,70,0.06683403476037914,35.93347440999969,0.2000875928889122,1365.288,0.203938167999695,0.008235545555682238,0.0005843229,4.9431872109077325e-05,0.19829677558335687,0.1731121829998301,0.037653185,0.1973960920004174
-2.1780155,5.475495662962104e-06,0.000620228191662158,0.2436147720000008,0.0066752685,0.007201625506302513,71,0.0662624350645476,35.2835025659997,0.19999277531945203,1365.288,0.20325740099997347,0.014714173424268864,0.0007253686,4.902509913841236e-05,0.18961574368060813,0.15179819900004077,0.046129085,0.19720539799982362
-2.1798499,3.89585020693116e-06,0.0008108671814554705,0.20280986499983555,0.0066275652,0.004973920484786984,72,0.06578869884833694,34.83196278000014,0.19998445254171,1365.288,0.20451696599957359,0.00692127745981433,0.00050086575,4.869561922128519e-05,0.18445465509722048,0.16390831300032005,0.032118827,0.1976327129996207
-2.183859,4.1641705770467445e-06,0.0005713671809721737,0.21494186699965212,0.00656974,0.005240061273035006,73,0.06521446997713712,35.3638383589996,0.19995530030560835,1365.288,0.20285530000001017,0.009995199648698772,0.0005277981,4.829291502675106e-05,0.19080651279173505,0.16516065999985585,0.03501471,0.19778354600020975
-2.188009,5.027312083701343e-06,0.0006031674617967565,0.22788619699986157,0.0065170643,0.006375529699595074,74,0.0646915700700548,35.04526570100006,0.19988218612499825,1365.288,0.20367399200040381,0.008551246375591636,0.00064229965,4.790681987287826e-05,0.18655789047220928,0.16684079600054247,0.04212497,0.19748257500032196
-2.19326,4.939620625031226e-06,0.0005711594952930392,0.21103063300051872,0.006441323,0.006812488822107217,75,0.0639396261734267,34.02917166499992,0.19981193112516848,1365.288,0.20309739900039858,0.01700108543901388,0.0006858319,4.7360277120686886e-05,0.1724341363055449,0.15222433100007038,0.04310346,0.1970844980005495
-2.1976268,5.636285946414075e-06,0.00046787550081050844,0.20155127899943182,0.0063812155,0.007128732899040427,76,0.06334305301101671,35.13071014799971,0.1998887375138515,1365.288,0.20166249300018535,0.011092742164834675,0.00071824517,4.6909600718613044e-05,0.18824226448618397,0.1491762630002995,0.0460091,0.1972717090002334
-2.20122,4.464676552986752e-06,0.000442708978707404,0.21525395099979505,0.0063168174,0.005669346886275697,77,0.0627030233024723,35.44887108199964,0.19990131158330213,1365.288,0.2008436989999609,0.009622330626653531,0.0005709687,4.651529338338555e-05,0.1920733930555798,0.16515962799985573,0.038357116,0.19771078099984152
-2.206006,4.64293972641486e-06,0.00038656427084176275,0.2101517330002025,0.006250195,0.005769537871595528,78,0.06204192930211624,35.38110267299999,0.1999926646249403,1365.288,0.20074959400062653,0.006621723406464493,0.0005813049,4.600198902456517e-05,0.1909288245139401,0.17140813600053662,0.040759817,0.1976525070003845
-2.2114754,4.807291303428923e-06,0.0006025303231648895,0.2118319170003815,0.0061735744,0.005863555222794186,79,0.061281145032909184,35.36075370099934,0.2000572206805297,1365.288,0.20341380199988635,0.007684739421602619,0.00059082726,4.545956931502183e-05,0.1912428545138659,0.16215090799960308,0.041979183,0.19837360399924364
-2.2160678,4.299284744784518e-06,0.000565820456598667,0.2112649840000813,0.0061057117,0.005556745048038326,80,0.06060717265225119,35.41024374999961,0.19995934187492517,1365.288,0.20358976899933623,0.007385651856439353,0.0005596743,4.49948610265791e-05,0.19080810248613034,0.154290289000528,0.039527867,0.19761942200057092
-2.2219772,5.316679452580393e-06,0.0005972617868422162,0.1969347200001721,0.00603548,0.006860305815043593,81,0.05990989992602004,34.529633666000336,0.19982916750009533,1365.288,0.20330982399991626,0.01440692530358574,0.00069107016,4.4490021031783224e-05,0.17922426018052798,0.1513293079997311,0.04774834,0.19732774499971129
-2.2268002,5.45843877655267e-06,0.0005636274214509071,0.19393858799958252,0.0059714806,0.006927806534076299,82,0.0592744083971613,34.713713572000415,0.19979607058328636,1365.288,0.20300231300007,0.010536750373460229,0.00069786917,4.403940536374446e-05,0.18216757669437003,0.15218986899981246,0.04973569,0.19731786600004853
-2.2311718,4.879818106712343e-06,0.0007031171101495248,0.2145872840001175,0.0059058783,0.006437741394194031,83,0.0586230252455506,35.30749867299983,0.20001878168059445,1365.288,0.20382884300033766,0.009643327290248064,0.0006482707,4.357558342841609e-05,0.19072529716662404,0.1553380629993626,0.045543782,0.19802663499922346
-2.2370846,4.980207142810183e-06,0.0006196163955348694,0.2210066679999727,0.0058265575,0.006259322962548933,84,0.05783551553678182,35.94891570100026,0.1999811055138581,1365.288,0.20341159500003414,0.005941460353250512,0.0006306145,4.300607618764237e-05,0.19784848523600987,0.17850865899981727,0.046380784,0.19735025800036965
-2.2406988,4.746884060209194e-06,0.0005681810260033681,0.20819550800024444,0.005772513,0.005567303267046004,85,0.057298398887117706,35.546538661999875,0.19989591687500605,1365.288,0.20332494000012957,0.010534307404332484,0.00056109834,4.267274370148597e-05,0.19362047387503228,0.1564780119997522,0.042449664,0.19723135299955175
-2.2464628,4.597534874582201e-06,0.0005134499068407826,0.21953949199996714,0.005697078,0.005677557240415813,86,0.056549923597938485,35.93639432100008,0.20006259283335717,1365.288,0.20282038999994256,0.009016786280939782,0.00057200907,4.2085804478928265e-05,0.1989260231804969,0.15755116899981658,0.042548493,0.198514272000466
