training/loss/v_loss/std,training/loss/mean,training/loss/q_loss/mean,training/epochs,training/loss/std,training/loss/qddot_loss/mean,training/loss/v_loss/mean,training/loss/u_loss/mean,training/loss/q_loss/std,training/loss/qddot_loss/std,training/epoch_time,training/loss/u_loss/std
0.03299578139039209,2.0186403,0.0004883948678698417,,0.33000967,9.071104097273769e-05,0.20186076218813237,1.840393756915863e-05,4.837802851469947e-05,0.0003401900297156283,50.18295031299931,7.768988783015487e-05
0.013837927173212099,1.5299287,0.0004532071351873833,1,0.13837929,3.0182235337620947e-07,0.15299286572656162,2.5984412224404087e-08,4.036092403954581e-05,2.7936036906330597e-07,50.09927062300267,1.72734361067851e-08
0.010233725007561284,1.336675,0.00043958965028983765,2,0.10233723,2.2565299663252953e-07,0.13366751430529944,1.8177152540588428e-08,3.628395988838758e-05,1.9392419715857204e-07,50.517668348998995,1.0269314198638924e-08
0.009698564825293533,1.2497599,0.000433461975903106,3,0.09698565,3.2510444414793377e-07,0.12497597528805196,2.4151012984466822e-08,4.0446861985688846e-05,2.3047212351036967e-07,50.955957419995684,1.3296287880697024e-08
0.009145466179002516,1.2009193,0.00042958755388816585,4,0.09145468,3.287752823916369e-07,0.1200919154454285,2.0385953053972903e-08,3.768395664191932e-05,2.364355969300963e-07,49.241462354999385,1.0925869217564713e-08
0.007968085872772084,1.1523275,0.0004249347675539238,5,0.07968087,2.3980943801004613e-07,0.11523272847415696,1.2126732427307789e-08,3.739654976708463e-05,1.806426868183195e-07,50.625336509998306,5.999861784173234e-09
0.008345060917434524,1.1114706,0.000422953689490563,6,0.08345061,2.813675237339227e-07,0.11114705301506418,1.6306958583143583e-08,3.929017320484009e-05,2.374546727086786e-07,49.93599268500111,1.013502365736117e-08
0.008071794646969685,1.0783534,0.0004206362172623467,7,0.080717966,2.1403657030150593e-07,0.10783533395176202,1.503246347119268e-08,3.800953707434768e-05,1.6327363936681823e-07,49.474666450005316,9.366970555098652e-09
0.008003938993831368,1.0505773,0.00041785312658274205,8,0.0800394,2.7512389186887996e-07,0.10505772492205592,2.415457265189462e-08,3.679515241586856e-05,1.7236477342970515e-07,50.017701965000015,1.955913938247604e-08
0.007586466132791831,1.0149014,0.0004160183907771798,9,0.075864665,3.518486368862719e-07,0.10149013403225952,3.045558311958904e-08,3.1622194466911944e-05,1.888677385391339e-07,50.17104107700288,3.029561042709705e-08
0.006526162163786808,0.9986612,0.00041502570830987323,10,0.065261625,5.789537725350338e-07,0.09986609671737107,1.7378957445904849e-07,3.715838946049523e-05,4.805799457376114e-07,50.47568689599575,2.7294324079908576e-07
0.006631174707558101,0.95859516,0.0004125006577249249,11,0.06631177,4.499159700699206e-07,0.09585950502627333,1.4991968268383505e-07,3.6525968278507484e-05,3.5262474485940756e-07,48.3034262709989,1.9678488501535412e-07
0.007005299738808112,0.947513,0.00041183625765203854,12,0.070053004,4.962986904073705e-07,0.09475128090297671,6.643293165419401e-08,3.4386407894353214e-05,3.13108371830278e-07,49.54932632899727,7.474518116682832e-08
0.007464319277986025,0.93128806,0.000409862442224116,13,0.07464319,6.458140915064702e-07,0.09312878470395652,7.420587427160672e-08,3.835231423731213e-05,3.556528825223192e-07,50.96836971800076,9.589288499876409e-08
0.006577292731858773,0.89201707,0.00040777577956298917,14,0.06577291,8.007972213354439e-07,0.08920167260606524,4.68108573828279e-08,3.931507506148206e-05,4.172999292266849e-07,49.50468554600229,5.7821486512717025e-08
0.00655420845988391,0.87002724,0.0004055971629396212,15,0.0655421,8.454597341721932e-07,0.08700270011601313,3.1579537509242015e-08,3.739736024533276e-05,4.568447735070709e-07,49.89718300100503,2.8095292446703655e-08
0.008098319103594579,0.84452796,0.0004045520339351357,16,0.08098319,1.0661979632446597e-06,0.08445277353617507,1.3807521682345476e-08,3.810268244574213e-05,4.6341135264906734e-07,49.21366249499988,1.316285782946014e-08
0.011814479248036714,0.8539842,0.00040500180985988444,17,0.11814473,1.6321643634753367e-06,0.08539836963927241,2.5402858049673443e-08,4.0089927889306564e-05,8.095454591282625e-07,50.39105703599489,2.8091376250028417e-08
0.006342419559209903,0.77869534,0.00039946203059385677,18,0.06342412,1.6300475037487046e-06,0.07786948375508819,2.9365729911321814e-08,3.227165577892019e-05,9.261474305277045e-07,49.89509359799558,3.8111676948141345e-08
0.012385722841584635,0.86038184,0.00040642988296638857,19,0.12385743,2.1718627333260447e-06,0.08603811736257982,4.4104093381706334e-08,3.5554897567879835e-05,1.712811183002147e-06,49.65365647499857,7.666704594417954e-08
0.006334582680851955,0.7447159,0.000396343794139758,20,0.06334588,2.2986565978230125e-06,0.07447152757938479,5.559326256659455e-08,3.8012150460677135e-05,1.0990304805155517e-06,50.64157506400079,6.02830212359013e-08
0.007090985829269855,0.7301253,0.0003947891636413824,21,0.07091002,2.6115478704014095e-06,0.07301244889976273,1.0044097321211473e-07,3.5576426053707125e-05,2.176552423992666e-06,49.642051692993846,1.988712507923437e-07
0.00724305327135963,0.72331077,0.00039401391117741734,22,0.07243054,1.8240285508112029e-06,0.07233102451747572,3.487819764888193e-08,3.980132069218521e-05,9.822154357556488e-07,48.68263630000001,4.3538428509700786e-08
0.007269901781396151,0.6851646,0.0003908041649019267,23,0.07269906,2.4455070113675338e-06,0.06851637814666184,1.2554978179841027e-07,3.4862604401916366e-05,2.8894255112919436e-06,49.86219168300158,2.855453974841676e-07
0.0052799664059879,0.6410768,0.00038739163420346736,24,0.052799676,1.8396003044254542e-06,0.06410762213800154,4.9433075187516753e-08,3.9683283748880884e-05,8.62377178610885e-07,49.84873941499973,5.7690010899093265e-08
0.00557716551433231,0.631615,0.0003863122491707081,25,0.055771716,2.123279571119191e-06,0.06316143455324878,5.462036237577585e-08,3.7932663731105886e-05,1.0650882644478811e-06,50.17679354199936,7.345858762590432e-08
0.006695563474141948,0.6384393,0.00038728605677918073,26,0.06695557,2.396114212133462e-06,0.06384385786425899,8.185669922478944e-08,3.8287814996312267e-05,1.3031741316660323e-06,49.999535646995355,9.42253045625008e-08
0.0058649577109816465,0.6140789,0.0003853096595135662,27,0.058649484,2.060542471672563e-06,0.061407831563076505,7.426199392024536e-08,3.7253845856563784e-05,9.419691249973574e-07,49.51616660199943,7.012357799012478e-08
0.004414468380594829,0.59315497,0.00038364798615155346,28,0.04414468,2.183083576772935e-06,0.05931542787543485,5.925648093627799e-08,3.626947376210114e-05,1.1497922582188556e-06,50.028405735996785,7.288334583625879e-08
0.004910090472128734,0.580973,0.00038271267061338194,29,0.04910095,1.7631700549033449e-06,0.05809724603740262,4.3495976961077185e-08,3.502391394420187e-05,1.115656517355621e-06,49.1292478280011,8.050938355543795e-08
0.005173780270963614,0.56785065,0.00038178859345785435,30,0.05173802,2.1016972011997956e-06,0.05678500497425106,6.87160516762634e-08,3.5114476337776775e-05,1.6350703261160265e-06,50.4240756299987,1.1895057954366263e-07
0.004054600717837252,0.5606952,0.0003813259542549134,31,0.04054606,2.0142678145773485e-06,0.05606945973991508,6.533872929103882e-08,3.847381827258617e-05,1.3003280880877032e-06,50.11048981899512,9.882685421252263e-08
0.003913752826901367,0.53745145,0.00037976172830561883,32,0.039137587,2.5815506913758467e-06,0.05374506658966273,7.800988127966677e-08,3.866717210158668e-05,1.6598336554269817e-06,50.87129306100542,1.1581481318313118e-07
0.00380555727795299,0.53324115,0.00037947077608280357,33,0.03805555,1.670561980630045e-06,0.0533240618787601,4.093867948533082e-08,3.3423185756112696e-05,6.269605663130931e-07,50.55605596600071,4.0802034074670005e-08
0.004165285397468176,0.5281452,0.00037930652431153336,34,0.04165289,2.374837880576168e-06,0.05281444599615856,5.5273144064465806e-08,3.655350815397969e-05,1.2181364251911376e-06,48.5690256079979,7.342411608913794e-08
0.004837514253678974,0.5248152,0.00037931493367888297,35,0.048375145,2.2067898866270565e-06,0.05248144825159664,4.982546708192421e-08,3.315415286821513e-05,1.2820623416622117e-06,48.93272395499662,7.545935587168549e-08
0.003692937705595754,0.51265824,0.00037820008152958113,36,0.036929376,2.121668502532359e-06,0.05126576054788811,5.527607467434812e-08,3.6133473925933404e-05,9.431949621989487e-07,49.341610669995134,7.901196867226011e-08
0.0044591558304140225,0.49976468,0.0003775342606978727,37,0.044591542,1.9353133169520527e-06,0.04997640202792598,4.2491313687484184e-08,3.70510202116846e-05,1.3438368403976087e-06,49.793512060001376,6.398797192313027e-08
0.004026129122667939,0.50031793,0.0003778824478578032,38,0.040261302,2.3706651979448228e-06,0.050031722746264766,3.754973055633509e-08,4.095140860010983e-05,1.3164911975745538e-06,50.75982437100174,4.8831860863619836e-08
0.0038371247868763353,0.48843986,0.00037704754709331714,39,0.03837122,2.171740025497796e-06,0.04884391613829304,3.4553609698662994e-08,3.399930161864097e-05,1.1013909787978553e-06,51.88859900600073,3.602881734925272e-08
0.004269861243815499,0.49971664,0.00037803305280198094,40,0.042698625,1.7491108904541249e-06,0.04997160975677027,3.936974501687641e-08,3.566980607996721e-05,7.35286865603934e-07,49.74832707099995,3.7850210304944784e-08
0.0043779727456423135,0.49650714,0.0003778401921703283,41,0.043779653,1.748318424742919e-06,0.04965065844671827,3.634368401680066e-08,3.6122080511282304e-05,1.1140366439600361e-06,50.604782517002604,6.90921316800889e-08
0.003286741859314178,0.47735327,0.0003769501853524379,42,0.032867398,2.483561054289016e-06,0.047735253952338665,4.642773057086192e-08,3.477865621631909e-05,1.2547018896551345e-06,50.028323042999546,5.516645627300687e-08
0.004561634773178299,0.48556814,0.0003773647407233768,43,0.045616448,2.2068414728302844e-06,0.04855674712485831,2.6767734643265937e-08,3.756624069988687e-05,1.1051471638152759e-06,50.16319610700157,2.9591152953831582e-08
0.003885614038350053,0.47351503,0.0003766044777568797,44,0.038856138,1.9797653870957965e-06,0.047351444192545514,2.8829038199318683e-08,3.6501775114795084e-05,9.056986163171269e-07,49.96337910199509,2.665647262441938e-08
0.0036222037074570943,0.4664923,0.0003763397271797376,45,0.036222026,2.031105112855969e-06,0.04664916810120495,3.222952097320297e-08,3.8847107926516766e-05,8.884691386622347e-07,49.25711399899592,4.105879184954383e-08
0.003744016133291756,0.46302977,0.0003757238071198693,46,0.03744015,2.2305928435033322e-06,0.04630291485555575,2.6094624244469867e-08,3.579070316397554e-05,1.103025656852659e-06,49.51951466799801,2.796376788839264e-08
0.0034107297439294735,0.45586047,0.0003756783520606097,47,0.034107294,2.0318057015885363e-06,0.04558598320983665,1.6472072022691963e-08,3.550019211027341e-05,9.958980136123033e-07,50.023867809002695,2.4500056701261474e-08
0.00364779638538139,0.45940077,0.00037576659180020626,48,0.036477968,2.43020091767301e-06,0.04594000211169182,1.6330354842349793e-08,3.751716441746199e-05,1.0319163757588778e-06,50.29309166099847,3.228506030140994e-08
0.0034482151456843974,0.44588763,0.00037474177050581334,49,0.03448214,1.7421316434772219e-06,0.044588711663660865,1.2706294853136472e-08,3.7672496207107854e-05,6.386104285284322e-07,50.004884120004135,1.30648778377874e-08
0.0035206628601735165,0.43972835,0.00037448504131326686,50,0.03520671,2.0900042609499408e-06,0.043972773188856284,1.1380261162029988e-08,3.6546620574612475e-05,1.2470269329327027e-06,50.19067183399602,1.3263112727336434e-08
0.0037161283523479975,0.4425141,0.00037498672617415727,51,0.03716126,1.9520919650317344e-06,0.044251354935933164,6.1543815886636395e-09,3.5059844417347715e-05,8.990835052588961e-07,50.466792267994606,6.297961249134076e-09
0.0033697309443940526,0.4425606,0.0003745971195494861,52,0.033697337,2.161795554085574e-06,0.044255998641462395,5.928809546984336e-09,3.721589844996751e-05,9.096090779652125e-07,49.80949508599588,6.305772533839235e-09
0.0032870164720131103,0.43112838,0.0003737385438437062,53,0.032870166,2.1455748233613994e-06,0.0431127734219944,5.17014746488416e-09,3.560807954747346e-05,9.963471094781645e-07,50.675627049997274,3.345872171872498e-09
0.003478931124704062,0.43457833,0.0003742255199976056,54,0.034789328,1.9843509855257216e-06,0.04345777378955357,3.735618561354735e-09,3.509268070383149e-05,8.280909938182751e-07,49.77647884500038,2.1235987685771866e-09
0.003097613079226463,0.41215503,0.00037242727773100084,55,0.030976146,2.2388726484889406e-06,0.041215439550053905,3.242314671833518e-09,3.6087271406573026e-05,9.819614571931715e-07,49.010645333000866,1.522842191571299e-09
0.003352959924405358,0.41024414,0.0003724662766588563,56,0.033529576,2.099624177156291e-06,0.04102435133511752,3.1320693079392565e-09,3.401057158021366e-05,9.696366077548407e-07,48.72976378399471,1.8047849827326843e-09
